Type,Air temperature C,Process temperature C,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type,dateTime,Temperature difference C
H,30.150000000000034,38.950000000000045,1543,37.5,73,0,No Failure,2022-01-22 18:10:25,8.800000000000011
M,30.150000000000034,39.05000000000001,1505,36.7,78,0,No Failure,2022-01-22 18:10:30,8.899999999999977
L,30.150000000000034,39.05000000000001,1786,24.3,81,0,No Failure,2022-01-22 18:10:35,8.899999999999977
L,30.150000000000034,39.150000000000034,1457,44.5,83,0,No Failure,2022-01-22 18:10:40,9.0
M,30.25,39.150000000000034,1312,61.5,85,0,No Failure,2022-01-22 18:10:45,8.900000000000034
M,30.150000000000034,39.05000000000001,1405,47.7,88,0,No Failure,2022-01-22 18:10:50,8.899999999999977
M,30.05000000000001,39.05000000000001,1377,43.0,91,0,No Failure,2022-01-22 18:10:55,9.0
M,30.05000000000001,39.05000000000001,1347,49.8,94,0,No Failure,2022-01-22 18:11:00,9.0
L,30.05000000000001,38.950000000000045,1470,39.6,97,0,No Failure,2022-01-22 18:11:05,8.900000000000034
M,30.05000000000001,39.05000000000001,1873,24.0,99,0,No Failure,2022-01-22 18:11:10,9.0
M,30.05000000000001,38.950000000000045,1434,58.6,102,0,No Failure,2022-01-22 18:11:15,8.900000000000034
H,30.05000000000001,38.950000000000045,1628,30.6,105,0,No Failure,2022-01-22 18:11:20,8.900000000000034
L,30.05000000000001,38.950000000000045,1351,48.6,110,0,No Failure,2022-01-22 18:11:25,8.900000000000034
M,30.150000000000034,39.05000000000001,1454,43.8,112,0,No Failure,2022-01-22 18:11:30,8.899999999999977
M,30.05000000000001,39.05000000000001,1663,29.6,115,0,No Failure,2022-01-22 18:11:35,9.0
L,30.150000000000034,39.05000000000001,1401,49.7,118,0,No Failure,2022-01-22 18:11:40,8.899999999999977
L,30.25,39.150000000000034,1503,38.2,120,0,No Failure,2022-01-22 18:11:45,8.900000000000034
L,30.25,39.25,1564,35.0,122,0,No Failure,2022-01-22 18:11:50,9.0
L,30.350000000000023,39.25,1759,24.6,124,0,No Failure,2022-01-22 18:11:55,8.899999999999977
L,30.350000000000023,39.25,1409,53.1,126,0,No Failure,2022-01-22 18:12:00,8.899999999999977
L,30.450000000000045,39.25,1738,25.8,128,0,No Failure,2022-01-22 18:12:05,8.799999999999955
H,30.350000000000023,39.150000000000034,1393,47.5,130,0,No Failure,2022-01-22 18:12:10,8.800000000000011
L,30.350000000000023,38.950000000000045,1499,38.8,135,0,No Failure,2022-01-22 18:12:15,8.600000000000023
L,30.350000000000023,38.950000000000045,1493,39.0,137,0,No Failure,2022-01-22 18:12:20,8.600000000000023
L,30.25,38.950000000000045,1652,33.9,139,0,No Failure,2022-01-22 18:12:25,8.700000000000045
L,30.150000000000034,38.950000000000045,1589,29.9,141,0,No Failure,2022-01-22 18:12:30,8.800000000000011
L,30.25,38.950000000000045,1520,42.2,143,0,No Failure,2022-01-22 18:12:35,8.700000000000045
H,30.150000000000034,38.950000000000045,1455,40.3,145,0,No Failure,2022-01-22 18:12:40,8.800000000000011
L,30.05000000000001,38.85000000000002,1463,46.8,150,0,No Failure,2022-01-22 18:12:45,8.800000000000011
L,30.150000000000034,38.85000000000002,1442,43.7,152,0,No Failure,2022-01-22 18:12:50,8.699999999999989
L,30.150000000000034,38.85000000000002,1329,51.5,154,0,No Failure,2022-01-22 18:12:55,8.699999999999989
L,30.150000000000034,38.950000000000045,1546,33.1,156,0,No Failure,2022-01-22 18:13:00,8.800000000000011
M,30.05000000000001,38.950000000000045,1516,33.7,158,0,No Failure,2022-01-22 18:13:05,8.900000000000034
M,30.05000000000001,38.85000000000002,1476,47.4,161,0,No Failure,2022-01-22 18:13:10,8.800000000000011
L,30.150000000000034,38.85000000000002,1412,47.0,164,0,No Failure,2022-01-22 18:13:15,8.699999999999989
L,30.150000000000034,38.75,1377,46.8,166,1,Heat Dissipation Failure,2022-01-22 18:13:20,8.599999999999966
M,30.25,38.85000000000002,1490,37.1,168,0,No Failure,2022-01-22 18:13:25,8.600000000000023
M,30.150000000000034,38.85000000000002,1526,37.7,171,0,No Failure,2022-01-22 18:13:30,8.699999999999989
L,30.150000000000034,38.85000000000002,1428,47.9,174,0,No Failure,2022-01-22 18:13:35,8.699999999999989
L,30.25,38.85000000000002,1329,54.6,176,0,No Failure,2022-01-22 18:13:40,8.600000000000023
M,30.25,38.950000000000045,1443,51.8,178,0,No Failure,2022-01-22 18:13:45,8.700000000000045
L,30.150000000000034,38.950000000000045,1373,53.0,181,0,No Failure,2022-01-22 18:13:50,8.800000000000011
L,30.150000000000034,38.950000000000045,1630,35.6,183,0,No Failure,2022-01-22 18:13:55,8.800000000000011
L,30.05000000000001,38.85000000000002,1555,34.2,185,0,No Failure,2022-01-22 18:14:00,8.800000000000011
M,30.05000000000001,38.85000000000002,1436,47.0,187,0,No Failure,2022-01-22 18:14:05,8.800000000000011
L,30.150000000000034,38.85000000000002,1609,31.0,190,0,No Failure,2022-01-22 18:14:10,8.699999999999989
M,30.150000000000034,38.85000000000002,1384,49.7,192,0,No Failure,2022-01-22 18:14:15,8.699999999999989
L,30.25,38.950000000000045,1448,44.8,195,0,No Failure,2022-01-22 18:14:20,8.700000000000045
M,30.25,38.950000000000045,1887,22.4,197,0,No Failure,2022-01-22 18:14:25,8.700000000000045
M,30.25,38.950000000000045,1480,45.7,200,0,No Failure,2022-01-22 18:14:30,8.700000000000045
H,30.350000000000023,38.950000000000045,1850,23.3,203,0,No Failure,2022-01-22 18:14:35,8.600000000000023
L,30.350000000000023,38.950000000000045,1538,36.8,208,0,No Failure,2022-01-22 18:14:40,8.600000000000023
M,30.25,38.950000000000045,1721,30.1,210,0,No Failure,2022-01-22 18:14:45,8.700000000000045
M,30.25,38.950000000000045,1366,54.4,0,0,No Failure,2022-01-22 18:14:50,8.700000000000045
L,30.150000000000034,38.85000000000002,1657,31.1,3,0,No Failure,2022-01-22 18:14:55,8.699999999999989
L,30.25,38.950000000000045,1446,42.9,5,0,No Failure,2022-01-22 18:15:00,8.700000000000045
L,30.150000000000034,38.650000000000034,1465,43.8,7,0,No Failure,2022-01-22 18:15:05,8.5
L,30.05000000000001,38.650000000000034,1827,23.8,9,0,No Failure,2022-01-22 18:15:10,8.600000000000023
H,30.05000000000001,38.650000000000034,1397,47.6,11,0,No Failure,2022-01-22 18:15:15,8.600000000000023
L,30.05000000000001,38.650000000000034,1744,29.7,16,0,No Failure,2022-01-22 18:15:20,8.600000000000023
L,30.150000000000034,38.75,1545,36.7,18,0,No Failure,2022-01-22 18:15:25,8.599999999999966
L,30.150000000000034,38.75,1587,36.6,20,0,No Failure,2022-01-22 18:15:30,8.599999999999966
L,30.150000000000034,38.650000000000034,1377,47.3,22,1,Heat Dissipation Failure,2022-01-22 18:15:35,8.5
L,30.150000000000034,38.650000000000034,1511,48.1,24,0,No Failure,2022-01-22 18:15:40,8.5
L,30.150000000000034,38.650000000000034,1650,32.4,26,0,No Failure,2022-01-22 18:15:45,8.5
L,30.150000000000034,38.75,1412,48.9,28,0,No Failure,2022-01-22 18:15:50,8.599999999999966
L,30.150000000000034,38.85000000000002,1528,43.1,30,0,No Failure,2022-01-22 18:15:55,8.699999999999989
L,30.150000000000034,38.75,1459,35.0,32,0,No Failure,2022-01-22 18:16:00,8.599999999999966
L,30.150000000000034,38.75,1379,49.3,34,1,Heat Dissipation Failure,2022-01-22 18:16:05,8.599999999999966
M,30.05000000000001,38.650000000000034,1356,48.3,36,0,No Failure,2022-01-22 18:16:10,8.600000000000023
M,29.950000000000045,38.650000000000034,1409,41.3,39,0,No Failure,2022-01-22 18:16:15,8.699999999999989
M,29.950000000000045,38.650000000000034,1504,37.5,42,0,No Failure,2022-01-22 18:16:20,8.699999999999989
L,29.950000000000045,38.650000000000034,1622,36.8,45,0,No Failure,2022-01-22 18:16:25,8.699999999999989
L,29.950000000000045,38.650000000000034,1786,25.7,47,0,No Failure,2022-01-22 18:16:30,8.699999999999989
L,30.05000000000001,38.75,1506,34.0,49,0,No Failure,2022-01-22 18:16:35,8.699999999999989
M,29.950000000000045,38.75,1916,23.1,51,0,No Failure,2022-01-22 18:16:40,8.799999999999955
M,30.05000000000001,38.75,1771,27.6,54,0,No Failure,2022-01-22 18:16:45,8.699999999999989
M,30.05000000000001,38.75,1488,44.2,57,0,No Failure,2022-01-22 18:16:50,8.699999999999989
L,30.05000000000001,38.75,1531,37.5,60,0,No Failure,2022-01-22 18:16:55,8.699999999999989
L,30.150000000000034,38.75,1529,33.4,62,0,No Failure,2022-01-22 18:17:00,8.599999999999966
M,30.25,38.85000000000002,1580,36.5,64,0,No Failure,2022-01-22 18:17:05,8.600000000000023
M,30.150000000000034,38.75,1360,44.0,67,1,Heat Dissipation Failure,2022-01-22 18:17:10,8.599999999999966
M,30.150000000000034,38.85000000000002,1546,35.5,70,0,No Failure,2022-01-22 18:17:15,8.699999999999989
M,30.150000000000034,38.75,1762,24.5,73,0,No Failure,2022-01-22 18:17:20,8.599999999999966
L,30.05000000000001,38.650000000000034,1350,56.6,76,0,No Failure,2022-01-22 18:17:25,8.600000000000023
M,30.05000000000001,38.650000000000034,1562,38.1,78,0,No Failure,2022-01-22 18:17:30,8.600000000000023
M,29.950000000000045,38.55000000000001,1608,30.3,81,0,No Failure,2022-01-22 18:17:35,8.599999999999966
L,29.850000000000023,38.450000000000045,1392,50.0,84,0,No Failure,2022-01-22 18:17:40,8.600000000000023
L,29.850000000000023,38.450000000000045,1467,44.9,86,0,No Failure,2022-01-22 18:17:45,8.600000000000023
M,29.950000000000045,38.450000000000045,1326,59.1,88,1,Heat Dissipation Failure,2022-01-22 18:17:50,8.5
L,30.05000000000001,38.55000000000001,1769,24.9,91,0,No Failure,2022-01-22 18:17:55,8.5
L,29.950000000000045,38.450000000000045,1459,47.6,93,0,No Failure,2022-01-22 18:18:00,8.5
M,29.950000000000045,38.450000000000045,1421,52.0,95,0,No Failure,2022-01-22 18:18:05,8.5
L,29.950000000000045,38.55000000000001,1491,42.8,98,0,No Failure,2022-01-22 18:18:10,8.599999999999966
L,30.05000000000001,38.55000000000001,1567,36.4,100,0,No Failure,2022-01-22 18:18:15,8.5
L,30.150000000000034,38.650000000000034,1421,41.4,102,0,No Failure,2022-01-22 18:18:20,8.5
L,30.150000000000034,38.75,1596,33.5,104,0,No Failure,2022-01-22 18:18:25,8.599999999999966
M,30.25,38.85000000000002,1464,44.2,106,0,No Failure,2022-01-22 18:18:30,8.600000000000023
M,30.150000000000034,38.75,1581,36.1,109,0,No Failure,2022-01-22 18:18:35,8.599999999999966
L,30.150000000000034,38.75,1620,30.3,112,0,No Failure,2022-01-22 18:18:40,8.599999999999966
H,30.05000000000001,38.55000000000001,1413,48.9,114,0,No Failure,2022-01-22 18:18:45,8.5
H,30.150000000000034,38.650000000000034,1438,43.8,119,0,No Failure,2022-01-22 18:18:50,8.5
M,30.25,38.75,1469,41.6,124,0,No Failure,2022-01-22 18:18:55,8.5
M,30.150000000000034,38.650000000000034,1762,27.8,127,0,No Failure,2022-01-22 18:19:00,8.5
H,30.150000000000034,38.75,1366,48.4,130,1,Heat Dissipation Failure,2022-01-22 18:19:05,8.599999999999966
L,30.150000000000034,38.75,1891,22.7,135,0,No Failure,2022-01-22 18:19:10,8.599999999999966
M,30.150000000000034,38.75,1742,29.7,137,0,No Failure,2022-01-22 18:19:15,8.599999999999966
M,30.05000000000001,38.75,1465,43.5,140,0,No Failure,2022-01-22 18:19:20,8.699999999999989
M,30.150000000000034,38.85000000000002,1541,36.6,143,0,No Failure,2022-01-22 18:19:25,8.699999999999989
M,30.150000000000034,38.950000000000045,1295,57.1,146,0,No Failure,2022-01-22 18:19:30,8.800000000000011
M,30.150000000000034,38.950000000000045,1435,43.1,149,0,No Failure,2022-01-22 18:19:35,8.800000000000011
L,30.25,39.05000000000001,1466,43.9,152,0,No Failure,2022-01-22 18:19:40,8.800000000000011
L,30.25,39.05000000000001,1450,47.9,154,0,No Failure,2022-01-22 18:19:45,8.800000000000011
L,30.25,38.950000000000045,1880,24.5,156,0,No Failure,2022-01-22 18:19:50,8.700000000000045
M,30.150000000000034,38.85000000000002,1578,33.5,158,0,No Failure,2022-01-22 18:19:55,8.699999999999989
L,30.25,38.85000000000002,1610,33.1,161,0,No Failure,2022-01-22 18:20:00,8.600000000000023
L,30.25,38.950000000000045,1565,42.8,163,0,No Failure,2022-01-22 18:20:05,8.700000000000045
L,30.350000000000023,39.05000000000001,1545,40.1,165,0,No Failure,2022-01-22 18:20:10,8.699999999999989
L,30.350000000000023,39.05000000000001,1227,60.1,167,0,No Failure,2022-01-22 18:20:15,8.699999999999989
L,30.25,38.950000000000045,1484,45.9,169,0,No Failure,2022-01-22 18:20:20,8.700000000000045
L,30.150000000000034,38.85000000000002,1591,32.7,171,0,No Failure,2022-01-22 18:20:25,8.699999999999989
L,30.150000000000034,38.75,1403,47.2,173,0,No Failure,2022-01-22 18:20:30,8.599999999999966
M,30.150000000000034,38.85000000000002,1450,45.7,175,0,No Failure,2022-01-22 18:20:35,8.699999999999989
L,30.150000000000034,38.75,1720,28.1,178,0,No Failure,2022-01-22 18:20:40,8.599999999999966
L,30.150000000000034,38.85000000000002,1561,37.2,180,0,No Failure,2022-01-22 18:20:45,8.699999999999989
M,30.150000000000034,38.85000000000002,1421,41.3,182,0,No Failure,2022-01-22 18:20:50,8.699999999999989
H,30.05000000000001,38.75,1415,48.4,185,0,No Failure,2022-01-22 18:20:55,8.699999999999989
L,30.150000000000034,38.75,2034,19.7,190,0,No Failure,2022-01-22 18:21:00,8.599999999999966
L,30.25,38.85000000000002,1486,40.4,192,0,No Failure,2022-01-22 18:21:05,8.600000000000023
L,30.25,38.85000000000002,1338,67.6,194,1,Power Failure,2022-01-22 18:21:10,8.600000000000023
H,30.25,38.950000000000045,1578,32.3,196,0,No Failure,2022-01-22 18:21:15,8.700000000000045
M,30.25,39.05000000000001,1330,58.6,201,0,No Failure,2022-01-22 18:21:20,8.800000000000011
H,30.25,39.05000000000001,1506,40.8,204,0,No Failure,2022-01-22 18:21:25,8.800000000000011
L,30.350000000000023,39.25,1559,37.6,209,0,No Failure,2022-01-22 18:21:30,8.899999999999977
L,30.450000000000045,39.35000000000002,1599,37.0,211,0,No Failure,2022-01-22 18:21:35,8.899999999999977
L,30.450000000000045,39.35000000000002,1427,38.9,213,0,No Failure,2022-01-22 18:21:40,8.899999999999977
M,30.350000000000023,39.35000000000002,1481,41.1,215,0,No Failure,2022-01-22 18:21:45,9.0
H,30.350000000000023,39.35000000000002,1496,43.8,218,0,No Failure,2022-01-22 18:21:50,9.0
L,30.350000000000023,39.25,1674,27.0,223,0,No Failure,2022-01-22 18:21:55,8.899999999999977
M,30.350000000000023,39.25,1629,31.7,225,0,No Failure,2022-01-22 18:22:00,8.899999999999977
H,30.450000000000045,39.35000000000002,1629,34.4,228,1,Tool Wear Failure,2022-01-22 18:22:05,8.899999999999977
L,30.450000000000045,39.450000000000045,1311,53.2,0,0,No Failure,2022-01-22 18:22:10,9.0
M,30.55000000000001,39.450000000000045,2709,9.7,2,1,Power Failure,2022-01-22 18:22:15,8.900000000000034
M,30.55000000000001,39.55000000000001,1759,29.9,5,0,No Failure,2022-01-22 18:22:20,9.0
L,30.55000000000001,39.55000000000001,1480,45.2,8,0,No Failure,2022-01-22 18:22:25,9.0
L,30.55000000000001,39.650000000000034,1461,46.1,10,0,No Failure,2022-01-22 18:22:30,9.100000000000023
M,30.55000000000001,39.650000000000034,1728,30.0,12,0,No Failure,2022-01-22 18:22:35,9.100000000000023
L,30.55000000000001,39.75,1389,46.5,15,0,No Failure,2022-01-22 18:22:40,9.199999999999989
L,30.450000000000045,39.650000000000034,1638,35.1,17,0,No Failure,2022-01-22 18:22:45,9.199999999999989
L,30.450000000000045,39.55000000000001,1254,54.1,19,0,No Failure,2022-01-22 18:22:50,9.099999999999966
L,30.450000000000045,39.650000000000034,1427,50.1,21,0,No Failure,2022-01-22 18:22:55,9.199999999999989
L,30.450000000000045,39.650000000000034,1627,31.8,23,0,No Failure,2022-01-22 18:23:00,9.199999999999989
H,30.450000000000045,39.55000000000001,1471,48.3,25,0,No Failure,2022-01-22 18:23:05,9.099999999999966
L,30.450000000000045,39.55000000000001,1773,27.1,30,0,No Failure,2022-01-22 18:23:10,9.099999999999966
M,30.450000000000045,39.55000000000001,1430,51.7,32,0,No Failure,2022-01-22 18:23:15,9.099999999999966
L,30.350000000000023,39.450000000000045,1595,29.5,35,0,No Failure,2022-01-22 18:23:20,9.100000000000023
L,30.350000000000023,39.35000000000002,1521,44.1,37,0,No Failure,2022-01-22 18:23:25,9.0
L,30.350000000000023,39.450000000000045,1419,43.7,39,0,No Failure,2022-01-22 18:23:30,9.100000000000023
M,30.25,39.25,1534,40.1,41,0,No Failure,2022-01-22 18:23:35,9.0
H,30.350000000000023,39.35000000000002,1626,36.0,44,0,No Failure,2022-01-22 18:23:40,9.0
L,30.350000000000023,39.35000000000002,1677,29.2,49,0,No Failure,2022-01-22 18:23:45,9.0
L,30.25,39.150000000000034,1392,50.5,51,0,No Failure,2022-01-22 18:23:50,8.900000000000034
L,30.25,39.05000000000001,1448,50.5,53,0,No Failure,2022-01-22 18:23:55,8.800000000000011
L,30.150000000000034,39.05000000000001,1903,22.9,55,0,No Failure,2022-01-22 18:24:00,8.899999999999977
L,30.25,39.05000000000001,1404,52.0,57,0,No Failure,2022-01-22 18:24:05,8.800000000000011
L,30.150000000000034,39.05000000000001,1386,53.5,59,0,No Failure,2022-01-22 18:24:10,8.899999999999977
L,30.05000000000001,38.950000000000045,1418,47.0,61,0,No Failure,2022-01-22 18:24:15,8.900000000000034
M,30.150000000000034,38.950000000000045,1338,53.3,63,0,No Failure,2022-01-22 18:24:20,8.800000000000011
L,30.150000000000034,39.05000000000001,1549,40.6,66,0,No Failure,2022-01-22 18:24:25,8.899999999999977
M,30.150000000000034,39.05000000000001,1432,42.7,68,0,No Failure,2022-01-22 18:24:30,8.899999999999977
M,30.150000000000034,39.05000000000001,1546,40.0,71,0,No Failure,2022-01-22 18:24:35,8.899999999999977
M,30.05000000000001,39.05000000000001,1627,33.2,74,0,No Failure,2022-01-22 18:24:40,9.0
M,30.05000000000001,38.950000000000045,1640,32.8,77,0,No Failure,2022-01-22 18:24:45,8.900000000000034
M,29.950000000000045,38.950000000000045,1423,36.8,80,0,No Failure,2022-01-22 18:24:50,9.0
M,29.950000000000045,38.85000000000002,1711,28.7,83,0,No Failure,2022-01-22 18:24:55,8.899999999999977
M,29.950000000000045,38.950000000000045,1450,51.6,86,0,No Failure,2022-01-22 18:25:00,9.0
H,30.05000000000001,38.950000000000045,1553,34.1,89,0,No Failure,2022-01-22 18:25:05,8.900000000000034
L,30.05000000000001,38.950000000000045,1630,34.6,94,0,No Failure,2022-01-22 18:25:10,8.900000000000034
H,30.05000000000001,38.950000000000045,1476,39.6,96,0,No Failure,2022-01-22 18:25:15,8.900000000000034
H,30.05000000000001,38.950000000000045,1426,50.6,101,0,No Failure,2022-01-22 18:25:20,8.900000000000034
M,30.05000000000001,39.05000000000001,1561,34.9,106,0,No Failure,2022-01-22 18:25:25,9.0
L,30.150000000000034,39.05000000000001,1297,62.5,109,0,No Failure,2022-01-22 18:25:30,8.899999999999977
M,30.150000000000034,39.05000000000001,1842,23.9,111,0,No Failure,2022-01-22 18:25:35,8.899999999999977
L,30.150000000000034,39.05000000000001,1633,36.4,114,0,No Failure,2022-01-22 18:25:40,8.899999999999977
H,30.150000000000034,39.150000000000034,1744,30.3,116,0,No Failure,2022-01-22 18:25:45,9.0
L,30.25,39.25,1831,26.9,121,0,No Failure,2022-01-22 18:25:50,9.0
M,30.150000000000034,39.150000000000034,1339,50.8,123,0,No Failure,2022-01-22 18:25:55,9.0
L,30.25,39.25,1475,40.4,126,0,No Failure,2022-01-22 18:26:00,9.0
M,30.25,39.25,1675,29.6,128,0,No Failure,2022-01-22 18:26:05,9.0
L,30.350000000000023,39.35000000000002,1493,35.1,131,0,No Failure,2022-01-22 18:26:10,9.0
L,30.350000000000023,39.35000000000002,1700,29.5,133,0,No Failure,2022-01-22 18:26:15,9.0
L,30.450000000000045,39.450000000000045,1453,37.0,135,0,No Failure,2022-01-22 18:26:20,9.0
L,30.450000000000045,39.55000000000001,1542,34.1,137,0,No Failure,2022-01-22 18:26:25,9.099999999999966
M,30.350000000000023,39.35000000000002,1358,52.7,139,0,No Failure,2022-01-22 18:26:30,9.0
H,30.350000000000023,39.35000000000002,1655,32.3,142,0,No Failure,2022-01-22 18:26:35,9.0
L,30.450000000000045,39.35000000000002,1885,27.5,147,0,No Failure,2022-01-22 18:26:40,8.899999999999977
L,30.55000000000001,39.35000000000002,1494,41.4,149,0,No Failure,2022-01-22 18:26:45,8.800000000000011
M,30.450000000000045,39.25,1757,29.5,151,0,No Failure,2022-01-22 18:26:50,8.799999999999955
M,30.450000000000045,39.25,1718,31.2,154,0,No Failure,2022-01-22 18:26:55,8.799999999999955
M,30.350000000000023,39.25,1636,35.0,157,0,No Failure,2022-01-22 18:27:00,8.899999999999977
L,30.450000000000045,39.450000000000045,1638,29.6,160,0,No Failure,2022-01-22 18:27:05,9.0
L,30.450000000000045,39.35000000000002,1609,36.0,162,0,No Failure,2022-01-22 18:27:10,8.899999999999977
H,30.55000000000001,39.35000000000002,1556,35.0,164,0,No Failure,2022-01-22 18:27:15,8.800000000000011
L,30.450000000000045,39.35000000000002,1442,59.8,169,1,Power Failure,2022-01-22 18:27:20,8.899999999999977
M,30.55000000000001,39.450000000000045,1501,38.8,171,0,No Failure,2022-01-22 18:27:25,8.900000000000034
M,30.450000000000045,39.450000000000045,2041,19.2,174,0,No Failure,2022-01-22 18:27:30,9.0
M,30.55000000000001,39.55000000000001,1784,25.1,177,0,No Failure,2022-01-22 18:27:35,9.0
L,30.450000000000045,39.450000000000045,1953,22.4,180,0,No Failure,2022-01-22 18:27:40,9.0
L,30.450000000000045,39.450000000000045,1576,34.7,182,0,No Failure,2022-01-22 18:27:45,9.0
M,30.450000000000045,39.450000000000045,1518,39.0,184,0,No Failure,2022-01-22 18:27:50,9.0
M,30.450000000000045,39.450000000000045,1227,68.2,187,1,Overstrain Failure,2022-01-22 18:27:55,9.0
L,30.350000000000023,39.35000000000002,1985,18.8,190,0,No Failure,2022-01-22 18:28:00,9.0
L,30.350000000000023,39.35000000000002,1802,26.4,192,0,No Failure,2022-01-22 18:28:05,9.0
L,30.350000000000023,39.35000000000002,1603,32.4,194,0,No Failure,2022-01-22 18:28:10,9.0
L,30.350000000000023,39.450000000000045,1400,54.0,196,0,No Failure,2022-01-22 18:28:15,9.100000000000023
L,30.150000000000034,39.35000000000002,1395,54.2,198,0,No Failure,2022-01-22 18:28:20,9.199999999999989
L,30.05000000000001,39.25,1987,19.9,200,0,No Failure,2022-01-22 18:28:25,9.199999999999989
M,30.05000000000001,39.25,1398,47.2,202,0,No Failure,2022-01-22 18:28:30,9.199999999999989
L,30.150000000000034,39.25,1333,66.7,205,1,Power Failure,2022-01-22 18:28:35,9.099999999999966
L,30.05000000000001,39.05000000000001,1381,49.4,207,0,No Failure,2022-01-22 18:28:40,9.0
L,30.05000000000001,39.150000000000034,1570,36.1,0,0,No Failure,2022-01-22 18:28:45,9.100000000000023
M,30.05000000000001,39.150000000000034,1658,31.0,2,0,No Failure,2022-01-22 18:28:50,9.100000000000023
H,30.05000000000001,39.150000000000034,1749,29.2,5,0,No Failure,2022-01-22 18:28:55,9.100000000000023
M,30.05000000000001,39.150000000000034,1510,37.1,10,0,No Failure,2022-01-22 18:29:00,9.100000000000023
L,30.150000000000034,39.35000000000002,1384,50.8,13,0,No Failure,2022-01-22 18:29:05,9.199999999999989
L,30.150000000000034,39.25,1570,37.2,15,0,No Failure,2022-01-22 18:29:10,9.099999999999966
M,30.150000000000034,39.25,1571,32.7,17,0,No Failure,2022-01-22 18:29:15,9.099999999999966
L,30.150000000000034,39.25,1476,37.3,20,0,No Failure,2022-01-22 18:29:20,9.099999999999966
M,30.150000000000034,39.25,1484,39.5,22,0,No Failure,2022-01-22 18:29:25,9.099999999999966
M,30.150000000000034,39.25,1909,23.2,25,0,No Failure,2022-01-22 18:29:30,9.099999999999966
L,30.150000000000034,39.35000000000002,1448,49.6,28,0,No Failure,2022-01-22 18:29:35,9.199999999999989
M,30.150000000000034,39.25,1500,40.2,30,0,No Failure,2022-01-22 18:29:40,9.099999999999966
L,30.05000000000001,39.25,1510,44.9,33,0,No Failure,2022-01-22 18:29:45,9.199999999999989
L,30.05000000000001,39.150000000000034,1378,55.5,35,0,No Failure,2022-01-22 18:29:50,9.100000000000023
M,30.05000000000001,39.25,1538,37.4,37,0,No Failure,2022-01-22 18:29:55,9.199999999999989
L,30.05000000000001,39.25,1390,48.1,40,0,No Failure,2022-01-22 18:30:00,9.199999999999989
M,30.05000000000001,39.25,1642,32.1,42,0,No Failure,2022-01-22 18:30:05,9.199999999999989
L,30.25,39.35000000000002,1785,24.8,45,0,No Failure,2022-01-22 18:30:10,9.100000000000023
H,30.150000000000034,39.35000000000002,1526,38.2,47,0,No Failure,2022-01-22 18:30:15,9.199999999999989
M,30.150000000000034,39.450000000000045,1668,33.2,52,0,No Failure,2022-01-22 18:30:20,9.300000000000011
L,30.150000000000034,39.35000000000002,1507,37.5,55,0,No Failure,2022-01-22 18:30:25,9.199999999999989
L,30.150000000000034,39.35000000000002,1530,37.8,57,0,No Failure,2022-01-22 18:30:30,9.199999999999989
M,30.150000000000034,39.25,1479,45.6,59,0,No Failure,2022-01-22 18:30:35,9.099999999999966
M,30.150000000000034,39.25,1418,41.3,62,0,No Failure,2022-01-22 18:30:40,9.099999999999966
L,30.150000000000034,39.25,1504,38.7,65,0,No Failure,2022-01-22 18:30:45,9.099999999999966
M,30.150000000000034,39.25,1345,47.6,67,0,No Failure,2022-01-22 18:30:50,9.099999999999966
H,30.05000000000001,39.25,1625,35.4,70,0,No Failure,2022-01-22 18:30:55,9.199999999999989
L,30.150000000000034,39.25,1511,34.7,75,0,No Failure,2022-01-22 18:31:00,9.099999999999966
L,30.150000000000034,39.25,1535,41.8,77,0,No Failure,2022-01-22 18:31:05,9.099999999999966
L,30.25,39.35000000000002,1505,37.9,79,0,No Failure,2022-01-22 18:31:10,9.100000000000023
H,30.25,39.35000000000002,1540,43.7,81,0,No Failure,2022-01-22 18:31:15,9.100000000000023
H,30.150000000000034,39.25,1372,46.0,86,0,No Failure,2022-01-22 18:31:20,9.099999999999966
M,30.05000000000001,39.150000000000034,1510,36.6,91,0,No Failure,2022-01-22 18:31:25,9.100000000000023
L,30.05000000000001,39.150000000000034,1382,46.4,94,0,No Failure,2022-01-22 18:31:30,9.100000000000023
L,30.150000000000034,39.150000000000034,1439,41.8,96,0,No Failure,2022-01-22 18:31:35,9.0
M,30.05000000000001,39.150000000000034,1375,47.0,98,0,No Failure,2022-01-22 18:31:40,9.100000000000023
M,30.05000000000001,39.150000000000034,1931,21.9,101,0,No Failure,2022-01-22 18:31:45,9.100000000000023
L,30.05000000000001,39.150000000000034,1475,48.6,104,0,No Failure,2022-01-22 18:31:50,9.100000000000023
L,30.05000000000001,39.150000000000034,1389,46.9,106,0,No Failure,2022-01-22 18:31:55,9.100000000000023
L,30.150000000000034,39.150000000000034,1652,32.8,108,0,No Failure,2022-01-22 18:32:00,9.0
L,30.150000000000034,39.05000000000001,1386,50.3,110,0,No Failure,2022-01-22 18:32:05,8.899999999999977
M,30.05000000000001,39.150000000000034,1577,29.8,112,0,No Failure,2022-01-22 18:32:10,9.100000000000023
M,30.150000000000034,39.150000000000034,1444,43.1,115,0,No Failure,2022-01-22 18:32:15,9.0
